BOR;AN;FI;GRP;FI_EJ;REG;DEP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;RS;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARMT
IDB;2019;030008197;24;030780092;84;03;13;1;425;PUB7;1;0;;0;0;26030383900237;CATTP ADULTES MOULINS;;;R;DENIS PAPIN;;;03000;MOULINS;03190;;
IDB;2019;030008205;24;030780092;84;03;13;1;425;PUB7;1;0;;0;0;26030383900245;CATTP ENFANTS YZEURE;;;RTE;DE GENNETINES;;;03400;YZEURE;03321;;
IDB;2019;030008213;24;030780100;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADULTES MONTLUCON OUEST;;10;R;LAKANAL;;;03100;MONTLUCON;03185;;
IDB;2019;030008221;24;030780100;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADULTES MONTLUCON EST;;34;R;DES FORGES;;;03100;MONTLUCON;03185;;
IDB;2019;030008239;24;030780100;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADULTES COMMENTRY;;5;PL;MARTENOT;;;03600;COMMENTRY;03082;;
IDB;2019;030008247;24;030780100;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ENFANTS MONTLUCON;;3;R;JEAN BILLAUD;;;03100;MONTLUCON;03185;;
IDB;2019;030008254;24;030780100;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ENFANTS COMMENTRY;;5;PL;MARTENOT;;;03600;COMMENTRY;03082;;
IDB;2019;030008262;24;030780100;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ENFANTS COSNE D'ALLIER;;;CHT;DU PETIT BOIS;;;03430;COSNE D ALLIER;03084;;
IDB;2019;030008270;24;030780100;84;03;13;1;425;PUB7;1;0;;0;0;;CATTP ADULTES MONTLUCON OUEST;;10;R;LAKANAL;;;03100;MONTLUCON;03185;;
IDB;2019;030008288;24;030780100;84;03;13;1;425;PUB7;1;0;;0;0;;CATTP ADULTES MONTLUCON EST;;34;R;DES FORGES;;;03100;MONTLUCON;03185;;
IDB;2019;030008296;24;030780100;84;03;13;1;425;PUB7;1;0;;0;0;;CATTP ENFANTS MONTLUCON;;6;R;JEAN BILLAUD;;;03100;MONTLUCON;03185;;
IDB;2019;030008304;24;030780100;84;03;13;1;156;PUB7;1;0;;0;0;;MAISON DES ADOLESCENTS;;18;AV;DU HUIT MAI 1945;;;03100;MONTLUCON;03185;;
IDB;2019;030008312;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADULTES VICHY PSY SUJET AGE;;;R;BINTOT;ESPACE G. CANGUILHEM;;03200;VICHY;03310;;
IDB;2019;030008320;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADULTES VICHY OUEST;;;IMP;VICTORIA;ESPACE G. CANGUILHEM;;03200;VICHY;03310;;
IDB;2019;030008338;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADULTES VICHY EST;;2;AV;DE L'EUROPE;;;03200;VICHY;03310;;
IDB;2019;030008346;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADULTES GANNAT;;1;R;DU STADE;;;03800;GANNAT;03118;;
IDB;2019;030008353;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADULTES LAPALISSE;;;R;DE L'HOTEL DE VILLE;;;03120;LAPALISSE;03138;;
IDB;2019;030008361;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADULTES LE MAYET DE MONTAGNE;;;R;ROGER DEGOULANGE;;;03250;LE MAYET DE MONTAGNE;03165;;
IDB;2019;030008379;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADULTES VARENNES SUR ALLIER;;3;R;DE LA GENDARMERIE;;;03150;VARENNES SUR ALLIER;03298;;
IDB;2019;030008387;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ENFANTS VICHY;;8;R;DU CHATEAU D'EAU;VILLA MADJEAN;;03200;VICHY;03310;;
IDB;2019;030008395;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ENFANTS GANNAT;;1;R;DU STADE;;;03800;GANNAT;03118;;
IDB;2019;030008403;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ENFANTS LAPALISSE;;;R;DE L'HOTEL DE VILLE;;;03120;LAPALISSE;03138;;
IDB;2019;030008411;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ENFANTS LE MAYET DE MONTAGNE;;;R;ROGER DEGOULANGE;;;03250;LE MAYET DE MONTAGNE;03165;;
IDB;2019;030008429;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;CMP ADOLESCENTS CUSSET;;32;CRS;TRACY;;;03300;CUSSET;03095;;
IDB;2019;030008437;24;030780118;84;03;13;1;425;PUB7;1;0;;0;0;;CATTP ADULTES INTERSECTORIEL VICHY;;;R;BINTOT;ESPACE G. CANGUILHEM;;03200;VICHY;03310;;
IDB;2019;030008445;24;030780118;84;03;13;1;425;PUB7;1;0;;0;0;;CATTP ENFANTS VICHY;;8;R;DU CHATEAU;VILLA MADJEAN;;03200;VICHY;03310;;
IDB;2019;030008452;24;030780118;84;03;13;1;156;PUB7;1;0;;0;0;;MAISON DES ADOLESCENTS CUSSET;;32;CRS;TRACY;;;03300;CUSSET;03095;;
IDB;2019;030008460;24;030780118;84;03;13;1;425;PUB7;1;0;;0;0;;CATTP ADOLESCENTS CUSSET;;32;CRS;TRACY;;;03300;CUSSET;03095;;
IDB;2019;030180020;02;;84;03;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DE NERIS LES BAINS;;;;VOLTAIRE;;;03310;NERIS LES BAINS;03195;0470085300;
IDB;2019;030780092;02;;84;03;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DE MOULINS YZEURE;;;;DU GENERAL DE GAULLE;;BP 609;03006;MOULINS CEDEX;03190;0470357777;
IDB;2019;030780100;02;;84;03;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DE MONTLUCON;;;;DU 8 MAI 1945;;;03109;MONTLUCON CEDEX;03185;0470023030;
IDB;2019;030780118;02;;84;03;13;1;355;;1;0;;2;1;;CENTRE HOSPITALIER DE VICHY;;;;DENIERE;;B.P 2757;03201;VICHY CEDEX;03310;0470973333;
IDB;2019;030780126;02;;84;03;13;1;355;;1;0;;1;1;;CH DE BOURBON L'ARCHAMBAULT;;;;DE LA REPUBLIQUE;;GAUTRINIERE;03160;BOURBON L ARCHAMBAULT;03036;0470673200;
IDB;2019;030780282;02;;84;03;12;1;292;;1;0;;1;1;;CH SPECIALISE D'AINAY LE CHATEAU;;;;DU PAVE;CENTRE PSYCHOTHERAPIQUE;;03360;AINAY LE CHATEAU;03003;0470022626;
IDB;2019;030780589;24;030780092;84;03;13;1;355;PUB2;1;0;;0;0;26030383900054;CENTRE HOSPITALIER SPECIALISE YZEURE;;;RTE;DE GENNETINES;;BP 23;03401;YZEURE CEDEX;03321;;
IDB;2019;030781603;34;030780100;84;03;13;1;362;PUB9;1;0;;0;0;26030017300028;CENTRE DE SOINS LONGUE DUREE COURTAIS;CENTRE HOSPITALIER;18;AV;DU 8 MAI 1945;;BP 1148;03100;MONTLUCON;03185;;
IDB;2019;030783583;34;030780118;84;03;13;1;362;PUB9;1;0;;0;0;26030026400074;ULSD CH JACQUES LACARIN VICHY;CENTRE HOSPITALIER;;BD;DENIERE;;BP 2757;03201;VICHY CEDEX;03310;;
IDB;2019;030783989;24;030780100;84;03;13;1;355;PUB2;1;0;;0;0;26030017300085;CTRE DE PEDOPSYCHIATRIE JEAN BILLAUD;CENTRE HOSPITALIER DE MONTLUÇON;5;R;JEAN BILLAUD;;;03109;MONTLUCON CEDEX;03185;;
IDB;2019;030785042;24;030780118;84;03;13;1;355;PUB2;1;0;;0;0;26030026400116;HOPITAL DE JOUR - VICHY-OUEST-;;19;R;JEANNE D'ARC;;;03200;VICHY;03310;;
IDB;2019;030785190;34;030780092;84;03;13;1;362;PUB9;1;0;;0;0;26030383900039;UNITE DE SOINS DE LONGUE DUREE;;10;AV;DU GENERAL DE GAULLE;;BP 609;03006;MOULINS CEDEX;03190;;
IDB;2019;030785869;24;030780118;84;03;13;1;355;PUB2;1;0;;0;0;26030026400124;ESPACE CANGUILHEM;;22;R;BINTÔT;;;03200;VICHY;03310;;
IDB;2019;030785877;24;030780118;84;03;13;1;430;PUB7;1;0;;0;0;26030026400132;CTRE POST CURE MALADES MENTAUX;;12;R;CHARLES LOUIS PHILIPPE;;SITE ARLOING;03300;CUSSET;03095;0470965090;
IDB;2019;030785885;24;030780118;84;03;13;1;355;PUB2;1;0;;0;0;26030026400140;HOPITAL DE JOUR -PSY INFANTJUV-;;8;R;DU CHATEAU D'EAU;VILLA MADJEAN;;03200;VICHY;03310;;
IDB;2019;040002248;39;040000168;93;04;73;2;362;PLU9;0;1;5;0;0;00705004000018;CENTRE DES CARMES USLD;;;R;MARIUS AUTRIC;;;04510;AIGLUN;04001;0492303400;
IDB;2019;040005035;24;040788879;93;04;13;1;355;PUB2;1;0;;0;0;26040358900054;HOPITAL DE JOUR CASA CH DIGNE;;83;BD;VICTOR HUGO;;;04000;DIGNE LES BAINS;04070;;
IDB;2019;040005043;24;040788879;93;04;13;1;355;PUB2;1;0;;0;0;26040358900054;HOPITAL DE JOUR CH DIGNE;;8;R;JULES ARNOUX;;;04000;DIGNE LES BAINS;04070;;
IDB;2019;040005209;24;040788879;93;04;13;1;355;PUB2;1;0;;0;0;26040358900013;HOP DE JOUR CMP CH DIGNE;;11;R;ALPHONSE RICHARD;;;04000;DIGNE LES BAINS;04070;;
IDB;2019;040780124;02;;93;04;13;1;106;;1;0;;1;1;;EPS DIEUDONNE COLLOMP DE BANON;;;;DE FORCALQUIER;;;04150;BANON;04018;0492732100;
IDB;2019;040780132;02;;93;04;13;1;106;;1;0;;1;1;;EPS PIERRE GROUES DE BARCELONNETTE;;;;MAURIN;;;04400;BARCELONNETTE;04019;0492810066;
IDB;2019;040780140;02;;93;04;13;1;106;;1;0;;1;1;;EPS DUCELIA;;;;NOTRE DAME;;;04120;CASTELLANE;04039;0492839800;
IDB;2019;040780181;02;;93;04;13;1;106;;1;0;;1;1;;EPS SAINT MICHEL DE FORCALQUIER;;;;DU DOCTEUR EUGENE BERNARD;;;04300;FORCALQUIER;04088;0492702900;
IDB;2019;040780215;02;;93;04;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DE MANOSQUE;;;;AUGUSTE GIRARD;;BP 108;04101;MANOSQUE CEDEX;04112;0492734210;
IDB;2019;040780231;02;;93;04;13;1;106;;1;0;;1;1;;EPS LUMIERE DE RIEZ;;;;EMILE BOUTEUIL;;;04500;RIEZ;04166;0492701016;
IDB;2019;040780249;02;;93;04;13;1;106;;1;0;;1;1;;EPS VALLEE DE LA BLANCHE;;;;DE SAINT PONS;;;04140;SEYNE LES ALPES;04205;0492309494;
IDB;2019;040787772;24;040788879;93;04;13;1;355;PUB2;1;0;;0;0;26040358900054;CENTRE HOSPIT SPE PSY DIGNE LES BAINS;;;QUA;SAINT CHRISTOPHE;;BP 213;04003;DIGNE LES BAINS CEDEX;04070;;
IDB;2019;040788218;24;040788879;93;04;13;1;355;PUB2;1;0;;0;0;26040358900013;HOPITAL DE JOUR YVES ARNOUX MANOSQUE;;;ALL;DU PARC;;;04100;MANOSQUE;04112;;
IDB;2019;040788440;34;040780215;93;04;13;1;362;PUB9;1;0;;0;0;26040016300044;CH DE MANOSQUE USLD;;;R;AUGUSTE GIRARD;SITE MAISON RETRAITE ST JOSEPH;BP 108;04101;MANOSQUE CEDEX;04112;;
IDB;2019;040788580;24;040788879;93;04;13;1;355;PUB2;1;0;;0;0;26040358900013;HOPITAL DE JOUR PSY IJ CHATEAU ARNOUX;;68;BD;DU GENERAL DE GAULLE;;;04160;CHATEAU ARNOUX ST AUBAN;04049;;
IDB;2019;040788879;02;;93;04;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DE DIGNE LES BAINS;;;;SAINT CHRISTOPHE;;BP 213;04003;DIGNE LES BAINS CEDEX;04070;0492301403;
IDB;2019;040788887;24;040788879;93;04;13;1;355;PUB2;1;0;;0;0;26040358900013;HOPITAL DE JOUR PSY GEN SISTERON;;1;R;SAINT URSULE;;;04200;SISTERON;04209;;
IDB;2019;040789232;24;040788879;93;04;13;1;355;PUB2;1;0;;0;0;26040358900013;HJ VILLA VERTE FORCALQUIER;;1;AV;DU DOCTEUR CASIMIR CAIRE;;;04300;FORCALQUIER;04088;;
IDB;2019;050000108;02;;93;05;13;1;106;;1;0;;1;1;;CENTRE HOSPITALIER AIGUILLES QUEYRAS;;;;SAINT JACQUES;;;05470;AIGUILLES;05003;0492467018;
IDB;2019;050000116;02;;93;05;13;1;355;;1;0;;1;1;;CH LES ESCARTONS A BRIANCON;;;;ADRIEN DAURELLE;;;05105;BRIANCON CEDEX;05023;0492252100;
IDB;2019;050000124;02;;93;05;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER D'EMBRUN;;;;PIERRE ET MARIE CURIE;;;05200;EMBRUN;05046;0492437302;
IDB;2019;050002369;24;050007145;93;05;11;1;156;PUB7;1;0;;0;0;;CMP HELENE CHAIGNEAU;;33;AV;DU COMMANDANT DUMONT;;;05000;GAP;05061;;
IDB;2019;050002948;02;;93;05;14;1;355;;1;0;;2;1;;CHI DES ALPES DU SUD;;;;AUGUSTE MURET;;BP 101;05007;GAP CEDEX;05061;0492406102;
IDB;2019;050003748;24;050007145;93;05;11;1;355;PUB2;1;0;;0;0;20003015300015;LE CORTO MALTESE PSY INFANTO JUVENILE;;4951;AV;EMILE DIDIER;;;05000;GAP;05061;;
IDB;2019;050005263;24;050007145;93;05;11;1;355;PUB2;1;0;;0;0;20003015300114;HOPITAL DE JOUR PSY INF JUV PRAMBULLE;;13;AV;ADRIEN DAURELLE;;;05100;BRIANCON;05023;;
IDB;2019;050005271;24;050007145;93;05;11;1;355;PUB2;1;0;;0;0;;HOPITAL DE JOUR LES ISLES PSY INF JUV;;11;R;DU MOULIN;;;05300;LARAGNE MONTEGLIN;05070;;
IDB;2019;050005701;34;050007145;93;05;11;1;362;PUB9;1;0;;0;0;20003015300056;CH BUECH USLD;;;R;DU DR PROVANSAL;;;05300;LARAGNE MONTEGLIN;05070;;
IDB;2019;050005958;34;050000116;93;05;13;1;362;PUB9;1;0;;0;0;26050004600040;CH DE BRIANCON SLD;ETOILE DES NEIGES;15;AV;ADRIEN DAURELLE;;;05105;BRIANCON CEDEX;05023;;
IDB;2019;050006071;34;050002948;93;05;14;1;362;PUB9;1;0;;0;0;26050347900032;CHI DES ALPES DU SUD SLD DE GAP;;1;PL;AUGUSTE MURET;;BP 101;05007;GAP CEDEX;05061;;
IDB;2019;050006105;34;050000124;93;05;13;1;362;PUB9;1;0;;0;0;26050005300038;CH D'EMBRUN SLD;;8;R;PIERRE ET MARIE CURIE;;;05200;EMBRUN;05046;;
IDB;2019;050007145;02;;93;05;11;1;355;;1;0;;1;1;;CENTRE HOSPITALIER BUECH DURANCE;;;;DU DR PROVANSAL;;;05300;LARAGNE MONTEGLIN;05070;0492655120;
IDB;2019;050007202;24;050007145;93;05;11;1;425;PUB7;1;0;;0;0;;CATTP HELENE CHAIGNEAU;;33;AV;DU COMMANDANT DUMONT;;;05000;GAP;05061;;
IDB;2019;050007210;24;050007145;93;05;11;1;425;PUB7;1;0;;0;0;;CMP CATTP LE CLUB;;15;AV;ARTHUR AUDIBERT;;;05300;LARAGNE MONTEGLIN;05070;;
IDB;2019;050007228;24;050007145;93;05;11;1;156;PUB7;1;0;;0;0;;CMP LE CLUB;;15;AV;ARTHUR AUDIBERT;;;05300;LARAGNE MONTEGLIN;05070;;
IDB;2019;050007236;24;050007145;93;05;11;1;156;PUB7;1;0;;0;0;;CMP PETIT NICE;;;R;DE LA LIBERTE;;;05200;EMBRUN;05046;;
IDB;2019;050007244;24;050007145;93;05;11;1;425;PUB7;1;0;;0;0;;CATTP PETIT NICE;;;R;DE LA LIBERTE;;;05200;EMBRUN;05046;;
IDB;2019;050007251;24;050007145;93;05;11;1;156;PUB7;1;0;;0;0;;CMP VEYNES;;2B;R;DE PICASSO;;;05400;VEYNES;05179;;
IDB;2019;050007269;24;050007145;93;05;11;1;425;PUB7;1;0;;0;0;;CATTP VEYNES;;2B;R;DE PICASSO;;;05400;VEYNES;05179;;
IDB;2019;050007277;24;050007145;93;05;11;1;156;PUB7;1;0;;0;0;;CMP LE RELAIS;;5;R;DU CAPITAINE DE BRESSON;;;05000;GAP;05061;;
IDB;2019;050007285;24;050007145;93;05;11;1;425;PUB7;1;0;;0;0;;ATELIER THERAPEUTIQUE ESPACES VERTS;;14;R;DU MOULIN LA GRANGE;;;05300;LARAGNE MONTEGLIN;05070;;
IDB;2019;050007293;24;050007145;93;05;11;1;425;PUB7;1;0;;0;0;;ATELIER THERAPEUTIQUE L'AUJOUR;;26;R;VILLAROBERT;;;05000;GAP;05061;;
IDB;2019;050007301;24;050007145;93;05;11;1;156;PUB7;1;0;;0;0;;CMP ADOS LADOUCETTE;;1B;R;CARNOT;;;05000;GAP;05061;;
IDB;2019;050007319;24;050007145;93;05;11;1;425;PUB7;1;0;;0;0;;CATTP ADOS LADOUCETTE;;1B;R;CARNOT;;;05000;GAP;05061;;
IDB;2019;060003621;08;;93;06;79;2;699;;0;9;;1;1;;CTRE COBALT TRAITE HTE ENERG SITE CLIN;PARC IMPERIAL;;;TZARREWITCH;ADRESS A VENIR 28 BD TZARREWITCH;;06000;NICE;06088;0493538700;
IDB;2019;060004918;34;060785011;93;06;15;1;362;PUB9;1;0;;0;0;;CHU DE NICE USLD DE TENDE;;;AV;JEAN MEDECIN;;;06430;TENDE;06163;;
IDB;2019;060006889;02;;93;06;14;1;106;;1;0;;1;1;;HOPITAUX DE LA VESUBIE;;;;DU DOCTEUR RENE ROQUES;;;06450;ROQUEBILLIERE;06103;0493034364;
IDB;2019;060019262;25;060800174;93;06;63;3;161;PNL7;6;1;;0;0;77555200300011;HJ AGORA CENTER CAGNES SUR MER;;35;AV;DE LA GARE;;;06800;CAGNES SUR MER;06027;;
IDB;2019;060019551;08;;93;06;85;2;699;;0;9;;1;1;;SELARL CENTRE AZUREEN DE CANCEROLOGIE;;;;DU DOCTEUR JL BROQUERIE;SITE CLINIQUE PLEIN CIEL;;06250;MOUGINS;06085;0492926500;
IDB;2019;060019643;35;630786754;93;06;60;3;156;PNL7;6;1;;0;0;;CMP DU CHS SAINTE MARIE;;;PL;GENERAL DE GAULLE;;;06260;PUGET THENIERS;06099;0493050099;
IDB;2019;060019650;35;630786754;93;06;60;3;156;PNL7;6;1;;0;0;;CMP CENTRE JEAN CHANTON;;;BD;DR RENE ROQUES;;;06450;ROQUEBILLIERE;06103;0493034364;
IDB;2019;060019957;24;060780988;93;06;13;1;156;PUB7;1;0;;0;0;;CMP LE SHOAN;;27;AV;ISOLA BELLA;;;06400;CANNES;06029;;
IDB;2019;060019965;24;060780954;93;06;13;1;156;PUB7;1;0;;0;0;;CMP ANTIBES MIRABEAU;;3;AV;MIRABEAU;;;06600;ANTIBES;06004;;
IDB;2019;060019973;25;060800174;93;06;63;3;161;PNL7;6;1;;0;0;;HJ LENVAL SECTEUR 06I04;;57;AV;DE LA CALIFORNIE;;;06000;NICE;06088;0492030392;
IDB;2019;060019981;25;060800174;93;06;63;3;156;PNL7;6;1;;0;0;;CMP LA TRINITE;;4;AV;DU CHATEAU;;;06340;LA TRINITE;06149;0493895406;
IDB;2019;060020005;25;060800174;93;06;63;3;156;PNL7;6;1;;0;0;;CMP COSTANZO 06I05;;84;BD;GENERAL LOUIS DELFINO;;;06000;NICE;06088;0493895406;
IDB;2019;060020013;24;060785011;93;06;15;1;156;PUB7;1;0;;0;0;;CMP LE PROMONTOIRE;;9;R;DE L'ARGILAC;;;06510;CARROS;06033;;
IDB;2019;060020021;35;630786754;93;06;60;3;156;PNL7;6;1;;0;0;;CMP HLM POINT DU JOUR;;341;AV;DU GAL LECLERC;;;06700;ST LAURENT DU VAR;06123;;
IDB;2019;060020047;35;630786754;93;06;60;3;156;PNL7;6;1;;0;0;;CMP LE REMBRANDT;;58;BD;DU GENERAL DELFINO;;;06000;NICE;06088;0492002030;
IDB;2019;060020054;24;060780954;93;06;13;1;156;PUB7;1;0;;0;0;;CMP VALLAURIS;;;R;DU STADE;;;06220;VALLAURIS;06155;;
IDB;2019;060020666;35;630786754;93;06;60;3;415;PNL7;6;1;;0;0;;HJ PSY MAISON D'ARRET CHS SAINTE MARIE;;12;R;DE LA GENDARMERIE;;;06300;NICE;06088;;
IDB;2019;060023702;34;060780954;93;06;13;1;355;PUB2;1;0;;0;0;26060015000015;USLD CH ANTIBES JUAN LES PINS;;230;AV;DE LA FONTONNE;;;06600;ANTIBES;06004;;
IDB;2019;060024569;24;060780954;93;06;13;1;156;PUB7;1;0;;0;0;;CMP VENCE LES CARIATIDES;;44;AV;FOCH RESID LES CARIATHIDES;;;06140;VENCE;06157;;
IDB;2019;060024577;24;060780954;93;06;13;1;156;PUB7;1;0;;0;0;;CMP VALBONNE;;9;R;HENRY BARBARA;;;06560;VALBONNE;06152;;
IDB;2019;060024890;24;060780988;93;06;13;1;355;PUB2;1;0;;0;0;26060020000018;HOPITAL DE JOUR PSY LES BOSQUETS;;12;R;DU BOSQUET;;;06151;CANNES LA BOCCA CEDEX;06029;;
IDB;2019;060024908;24;060780988;93;06;13;1;355;PUB2;1;0;;0;0;26060020000018;HOPITAL DE JOUR PSY ISOLA BELLA;;27;AV;ISOLA BELLA;;;06400;CANNES;06029;;
IDB;2019;060024916;35;630786754;93;06;60;3;292;PNL3;6;1;;0;0;77563330800066;HOPITAL DE JOUR PSY LE BELLAGIO;;18;AV;CYRILLE BESSET;;;06100;NICE;06088;;
IDB;2019;060024924;35;630786754;93;06;60;3;292;PNL3;6;1;;0;0;77563330800066;HOPITAL DE JOUR PSY SAINTE BEATRICE;;53;AV;DE SOSPEL;;;06500;MENTON;06083;;
IDB;2019;060024932;35;630786754;93;06;60;3;292;PNL3;6;1;;0;0;77563330800066;HOPITAL DE JOUR PSY SITE CONGRES;;6;R;DU CONGRES;;;06000;NICE;06088;;
IDB;2019;060024940;35;630786754;93;06;60;3;292;PNL3;6;1;;0;0;77563330800066;HJ PSY ATELIER THERAPEUTIQUE AGRICOLE;;1310;CHE;DE RIMIEZ;;;06730;ST ANDRE DE LA ROCHE;06114;;
IDB;2019;060780327;02;;93;06;13;1;106;;1;0;;1;1;;CH SAINT MAUR SAINT ETIENNE TINEE;;;;DROITE;;;06660;ST ETIENNE DE TINEE;06120;0493232828;
IDB;2019;060780657;02;;93;06;13;1;106;;1;0;;1;1;;CENTRE HOSPITALIER DE BREIL SUR ROYA;;;;CORDIER;;;06540;BREIL SUR ROYA;06023;0493043700;
IDB;2019;060780780;02;;93;06;13;1;106;;1;0;;1;1;;CH DU PAYS DE LA ROUDOULE A PUGET;;;;LA CONDAMINE;;;06260;PUGET THENIERS;06099;0493050030;
IDB;2019;060780897;02;;93;06;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DE GRASSE;;;;DE CLAVARY;;BP 53149;06135;GRASSE CEDEX;06069;0493095101;
IDB;2019;060780905;02;;93;06;13;1;106;;1;0;;1;1;;CH SAINT ELOI DE SOSPEL;;;;SAINT FRANCOIS;;;06380;SOSPEL;06136;0493043030;
IDB;2019;060780921;02;;93;06;13;1;106;;1;0;;1;1;;CH SAINT LAZARE DE TENDE;;;;SPEGGI ROUTE NATIONALE 204;;;06430;TENDE;06163;0493046227;
IDB;2019;060780954;02;;93;06;13;1;355;;1;0;;1;1;;CH D'ANTIBES JUAN LES PINS;;;;DE NICE;;;06606;ANTIBES CEDEX;06004;0497247890;
IDB;2019;060780962;08;;93;06;61;3;131;;6;0;;2;1;;CENTRE ANTOINE LACASSAGNE;;;;DE VALOMBROSE;;;06189;NICE CEDEX 2;06088;0492031503;
IDB;2019;060780988;02;;93;06;13;1;355;;1;0;;1;1;;CH DE CANNES SIMONE VEIL;;;;DES BROUSSAILLES;;CS 50008;06414;CANNES CEDEX;06029;0493697001;
IDB;2019;060781010;02;;93;06;13;1;355;;1;1;;1;1;;POLE SANTE VALLAURIS GOLFE JUAN;CTRE GERONTO CONSULT MEDICO CHIR;;;ST ROCH;;BP 249;06227;VALLAURIS CEDEX;06155;0493647200;
IDB;2019;060781069;25;060800174;93;06;63;3;161;PNL7;6;1;;0;0;77555200300045;HJ COSTANZO 06I05;;84;BD;GENERAL LOUIS DELFINO;;;06000;NICE;06088;0493895406;
IDB;2019;060785011;02;;93;06;15;1;101;;1;1;;2;1;;CTRE HOSPITALIER UNIVERSITAIRE DE NICE;;;;REINE VICTORIA;;CS 91179;06003;NICE CEDEX 1;06088;0492037777;
IDB;2019;060787587;35;630786754;93;06;60;3;156;PNL7;6;1;;0;0;77563330800397;CMP HJ PSY MENTON SAINT MICHEL;;16;R;PRATO;;;06500;MENTON;06083;0492104949;
IDB;2019;060787678;25;060800174;93;06;63;3;156;PNL7;6;1;;0;0;;CMP MENTON;;40;R;PARTOUNEAU;;;06500;MENTON;06083;0493571873;
IDB;2019;060787686;35;630786754;93;06;60;3;156;PNL7;6;1;;0;0;;CMP BEAUSOLEIL;;5;AV;DE VILAINE;;;06240;BEAUSOLEIL;06012;0493780807;
IDB;2019;060787769;25;060800174;93;06;63;3;156;PNL7;6;1;;0;0;34300074100029;CMP CAGNES SUR MER;;35;AV;DE LA GARE;;;06800;CAGNES SUR MER;06027;0492020828;
IDB;2019;060787777;24;060780988;93;06;13;1;355;PUB2;1;0;;0;0;26060020000083;HJ CMP CATTP LES VIOLETTES;;14;R;DES BROUISSAILLES;;CS 50008;06400;CANNES;06029;;
IDB;2019;060787785;25;060800174;93;06;63;3;156;PNL7;6;1;;0;0;;CMP PLACE DU CARRET;;;PL;DU CARRET VIEUX NICE;;;06300;NICE;06088;0493620101;
IDB;2019;060787793;25;060800174;93;06;63;3;156;PNL7;6;1;;0;0;;CMP DE CARROS;;;R;DES ABEILLES;;;06510;CARROS;06033;0493291427;
IDB;2019;060787801;24;060780897;93;06;13;1;156;PUB7;1;0;;0;0;;CMP HOPITAL LE PETIT PARIS;;78;BD;VICTOR HUGO;;;06130;GRASSE;06069;;
IDB;2019;060787819;24;060780954;93;06;13;1;156;PUB7;1;0;;0;0;;CMP VENCE LE RIOU;;9;AV;DE LA RESISTANCE;;;06140;VENCE;06157;;
IDB;2019;060787827;35;630786754;93;06;60;3;156;PNL7;6;1;;0;0;77563330800405;CMP MICHEL ANGE;;36;R;LAMARTINE;;;06100;NICE;06088;0493525822;
IDB;2019;060787835;35;630786754;93;06;60;3;156;PNL7;6;1;;0;0;77563330800413;CMP HJ PSY SAINTE AGATHE;;6;BD;DU GENERAL DELFINO;;;06300;NICE;06088;0493550157;
IDB;2019;060787876;35;630786754;93;06;60;3;156;PNL7;6;1;;0;0;77563330800421;CMP LE PANTE NICE;;4;R;LEPANTE;;;06000;NICE;06088;0493853010;
IDB;2019;060788239;35;630786754;93;06;60;3;156;PNL7;6;1;;0;0;77563330800439;CMP LES EAUX VIVES;;6;R;DE LA GENDARMERIE;;;06000;NICE;06088;0493625501;
IDB;2019;060788254;25;060800174;93;06;63;3;156;PNL7;6;1;;0;0;;CMP DU PARC;;18;AV;GAY;;;06000;NICE;06088;0493876998;
IDB;2019;060788262;24;060785011;93;06;15;1;156;PUB7;1;0;;0;0;77555200300201;CMP HJ LES MOULINS CHU NICE;;;BD;PAUL MONTEL IMM LE SAVOIE;;;06200;NICE;06088;;
